codicurs,nomcurs,desccursCAT,codiarea,tipuscurs,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,importe,financiacio,datainici,preinscripcio,paraulesclau,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccursES,Georeferència
24/FPOIES_23_24/714/0189742/004,Activitats auxiliars de magatzem,Contacteu amb l'entitat,CML,FO,170,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COML0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,20/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189742/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0189742/004,,INSTITUT DE VIC,8298,AV AV. SANT BERNAT CALBO 8,41.934673,2.258982,938891878,insvic@xtec.cat,http://www.ivic.cat,08500,3344,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188014/001,RECEPCIÓ EN ALLOTJAMENTS,"Gestionar el departament de recepció, d'acord amb la planificació general de l'establiment d'allotjament, desenvolupant i assegurant la prestació correcta dels serveis que li són propis i l'execució d'accions comercials. Realitzar les activitats prò",HTA,FO,510,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTA0308.pdf,Recepcionista d'hotel Cap de recepció Conserge d'hotel Encarregat/ada de comunicacions Encarregat/ada de reserves Cap de reserves Coordinador/a de qualitat Promotor/a turístic/a,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,08/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188014/001&codi_curso_seleccionado=24/ATCC2/712/0188014/001,,"E.S.T BAR, S.L",8019,CR LLEDO 11,41.38252,2.179226,934360363,info@escolatur.com,http://www.escolatur.com,08002,1819,SOC,"Gestionar el departament de recepció, d'acord amb la planificació general de l'establiment d'allotjament, desenvolupant i assegurant la prestació correcta dels serveis que li són propis i l'execució d'accions comercials. Realitzar les activitats prò",
24/ATCC1/711/0188765/003,Formació per a l' accés a les proves del permís de conducció classe D.,Contacteu amb l'entitat,TMI,FO,345,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI64.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,20/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188765/003&codi_curso_seleccionado=24/ATCC1/711/0188765/003,,TRANSGRUP XXI SLU,8205,AV VIA AUGUSTA 105,0,0,932429090,gestio@aptibus.com,,17185,46224,SOC,Contacteu amb l'entitat,
24/BASA 23-24/703/0190709/001,OPERACIONS BÀSIQUES DE CUINA,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",HTR,FO,120,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0108.pdf,Auxiliar de cuina Ajudant/a de cuina Encarregat/ada d'aliments i begudes (hoteleria) Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,04/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190709/001&codi_curso_seleccionado=24/BASA%2023-24/703/0190709/001,,INSTITUT DELS ALIMENTS DE BARCELONA,8019,CR MAJOR DE MERCABARNA 76,41.331566,2.11401,634288633,iabarcelona@xtec.cat,https://agora.xtec.cat/iabarcelona/,08040,45874,SOC,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",
24/FPOIES_23_24/714/0189748/001,Operacions auxiliars d'enregistrament i tractament de dades i documents,Contacteu amb l'entitat,AGG,FO,360,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0508.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,03/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189748/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189748/001,,EN. I.E.S. ESCOLA DEL TREBALL DE LLEIDA,25120,"PL PI I MARGALL,  51",41.622997,0.62567,973231549,c5005442@xtec.cat,https://www.escoladeltreball.cat/,25004,3082,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189039/001,Confecció i publicació de pàgines web,Contacteu amb l'entitat,ICD,FO,480,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCD0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,16/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189039/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189039/001,,Institut NARCIS XIFRA I MASMITJA,17079,PP Sant Joan Bosco 1,0,0,972212612,b7004499@xtec.cat,http://iesnx.xtec.cat,17007,3307,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189775/003,Carnisseria i elaboració de productes carnis,Contacteu amb l'entitat,IAI,FO,430,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/INAI0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,05/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189775/003&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189775/003,,CIFO Lleida,25120,CR Enric Farreny 3,41.62464,0.610149,973727620,cifo_lleida.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolleida,25199,12384,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188445/028,Atenció al client a la restauració,Contacteu amb l'entitat,HTR,FO,15,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR37.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,29/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188445/028&codi_curso_seleccionado=24/ATCC2/712/0188445/028,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189775/004,"Habilitació per a la docència en graus A, B i C del Sistema de Formació Professional",Contacteu amb l'entitat,SCE,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCE0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,04/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189775/004&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189775/004,,CIFO Lleida,25120,CR Enric Farreny 3,41.62464,0.610149,973727620,cifo_lleida.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolleida,25199,12384,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188765/010,"Programa de qualificació inicial accelerada amb sensibilització i educació viària, tacògraf digital i atenció i informació als viatgers (Viatgers)",Contacteu amb l'entitat,TMI,FO,140,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI58.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,17/03/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188765/010&codi_curso_seleccionado=24/ATCC1/711/0188765/010,,TRANSGRUP XXI SLU,8205,AV VIA AUGUSTA 105,0,0,932429090,gestio@aptibus.com,,08040,46224,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189695/010,Muntatge i manteniment d'instal·lacions frigorífiques,"Realitzar el muntatge, manteniment i reparació d'instal·lacions frigorífiques amb la qualitat requerida,  complint amb la reglamentació vigent i en condicions de seguretat i de respecte al medi ambient. Mantenir instal·lacions de refrigeració comerc",IMR,FO,420,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMAR0108.pdf,Frigorista Operador/a de compressors de fred Operador/a de planta de refrigeració Instal·lador/a - ajustador/a d'instal·lacions de refrigeració i aire condicionat Electrònic/a de manteniment i reparació d'instal·lacions de refrigeració i climatització Instal·lador/a frigorista en processos industrials Mantenidor/a frigorista en processos industrials Instal·lador/a frigorista en instal·lacions comercials Mantenidor/a frigorista en instal·lacions comercials,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,16/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189695/010&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189695/010,,CIFO Salt,17155,CR Alfons Moré 1,41.972965,2.801202,972405570,cifo_salt.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosalt,17190,12383,SOC,"Realitzar el muntatge, manteniment i reparació d'instal·lacions frigorífiques amb la qualitat requerida,  complint amb la reglamentació vigent i en condicions de seguretat i de respecte al medi ambient. Mantenir instal·lacions de refrigeració comerc",
24/CIFOCS_ED-C-2023/719/0189756/002,"Soldadura per arc sota gas protector amb elèctrode consumible, soldeig «MIG/MAG»",Contacteu amb l'entitat,FMC,FO,410,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://serveiocupacio.gencat.cat/web/.content/20_millorar-el-perfil/programes-formatius/es/FMEC0119_p.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/002&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/002,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED/707/0189776/001,Muntatge i manteniment d'instal·lacions elèctriques de baixa tensió,Contacteu amb l'entitat,EEE,FO,840,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEE0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,03/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189776/001&codi_curso_seleccionado=24/CIFOCS_ED/707/0189776/001,,CIFO Lleida,25120,CR Enric Farreny 3,41.62464,0.610149,973727620,cifo_lleida.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolleida,25199,12384,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0189645/001,Inserció laboral de persones amb discapacitat,Contacteu amb l'entitat,SCG,FO,350,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCG0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,07/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189645/001&codi_curso_seleccionado=24/ATCC1/711/0189645/001,,FUNDACIÓ VIVER DE BELL-LLOC,8046,CM DEL RIERAL S/N,41.642994,2.419086,938444105,vivelloc@vivelloc.cat,,08450,40238,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189796/006,Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,FO,540,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,07/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189796/006&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189796/006,,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184075/031,Sensibilització sobre els Drets dels Viatgers amb Discapacitat (Formació Complementària CAP Viatgers),Contacteu amb l'entitat,TMI,FO,10,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI37.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,16/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184075/031&codi_curso_seleccionado=23/FOAP/680/0184075/031,,AUTOESCOLA MATADEPERA S.L,8279,CT MONTCADA 180,41.557205,2.013345,937835678,SECCIO04@AUTOESCOLAMATADEPERA.CAT,http://autoescolamatadepera.cat/,08223,26298,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189756/003,Operacions auxiliars de fabricació mecànica,Contacteu amb l'entitat,FMH,FO,400,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEE0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/003&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/003,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189796/003,ASSAIGS FÍSICS I FISICOQUÍMICS,"Organitzar i aplicar tècniques d'assajos físics i anàlisis fisicoquímics, sobre materials, matèries primeres, productes semi elaborats, productes acabats, orientats a la investigació, a l'anàlisi o al control de qualitat i actuant sota normes de bon",QUA,FO,420,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/QUIA0108.pdf,Tècnic/a de laboratori de química industrial Analista de laboratori de química industrial Tècnic/a en control de qualitat en indústria de fusta i suro Tècnic/a en control de qualitat en indústries de manufactures diverses (excepte vidre) Analista de matèries primeres i acabats Analista de laboratori de materials Analista de laboratori de metal·lúrgia i galvanotècnia Tècnic/a d'assajos de productes de fabricació mecànica,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,16/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189796/003&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189796/003,,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385,SOC,"Organitzar i aplicar tècniques d'assajos físics i anàlisis fisicoquímics, sobre materials, matèries primeres, productes semi elaborats, productes acabats, orientats a la investigació, a l'anàlisi o al control de qualitat i actuant sota normes de bon",
24/CIFOCS_ED-C-2023/719/0189756/001,"Soldadura per arc sota gas protector amb elèctrode no consumible, soldadura «TIG»",Contacteu amb l'entitat,FMC,FO,410,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://serveiocupacio.gencat.cat/web/.content/20_millorar-el-perfil/programes-formatius/es/FMEC0219_P.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/001&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/001,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184174/055,Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,FO,370,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184174/055&codi_curso_seleccionado=23/FOAP/680/0184174/055,,FORMEM PEL TEU FUTUR S.L,43161,CR DEL TREN 4,0,0,977608050,OTORRENT@FORMEM.CAT,,43800,45924,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",
24/FPOIES_23_24/714/0189486/001,Atenció sanitària a múltiples víctimes i en catàstrofes,Contacteu amb l'entitat,SAT,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SANT0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,03/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189486/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189486/001,,IES CASTELLARNAU,8187,CT Cta Barcelona-Terrassa Km 15 Km 15,0,0,937269422,a8024893@xtec.cat,https://institutcastellarnau.cat/,08206,3977,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED/707/0189728/001,Muntatge i manteniment d'instal·lacions elèctriques de baixa tensió,Contacteu amb l'entitat,EEE,FO,840,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEE0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,18/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189728/001&codi_curso_seleccionado=24/CIFOCS_ED/707/0189728/001,,CIFO Vallès,8279,"CT N-150, km 15",41.554085,2.053573,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08227,12382,SOC,Contacteu amb l'entitat,
24/BASA 23-24/703/0188293/001,Sistemes microinformàtics,Contacteu amb l'entitat,ICT,FO,560,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,30/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188293/001&codi_curso_seleccionado=24/BASA%2023-24/703/0188293/001,,INSTITUT PEDRALBES,8019,AV  D'ESPLUGUES 40,41.386364,2.105791,932033332,A8076391@XTEC.CAT,,08034,45960,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/017,Servei de begudes a barra i sala,Contacteu amb l'entitat,HTR,FO,12,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR17.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,21/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/017&codi_curso_seleccionado=24/ATCC2/712/0189552/017,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189702/017,Activitats de gestió administrativa,Contacteu amb l'entitat,AGD,FO,190,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGD0308.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189702/017&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189702/017,,CIFO Vallès,8279,"CT N-150, km 15",41.63159,2.29423,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08520,12382,SOC,Contacteu amb l'entitat,
24/BASA 23-24/703/0189883/001,Activitats de venda,"Executar les activitats de venda de productes i/o serveis a través dels diferents canals de comercialització, establir relacions amb el client de la manera més satisfactòria, assolir els objectius proposats per l'organització i establir vincles que",CMT,FO,300,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COMV0108.pdf,Caixer/a de comerç Dependent/a de comerç Venedor/a Promotor/a comercial Operador/a de centre d'atenció multicanal Teleoperadors/ores de centre d'atenció telefònica Televenedor/a Operador/a de venda en comerç electrònic Tècnic/a d'informació i atenció al client,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,05/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189883/001&codi_curso_seleccionado=24/BASA%2023-24/703/0189883/001,,INSTITUT DELS ALIMENTS DE BARCELONA,8019,CR MAJOR DE MERCABARNA 76,41.331566,2.11401,634288633,iabarcelona@xtec.cat,https://agora.xtec.cat/iabarcelona/,08040,45874,SOC,"Executar les activitats de venda de productes i/o serveis a través dels diferents canals de comercialització, establir relacions amb el client de la manera més satisfactòria, assolir els objectius proposats per l'organització i establir vincles que",
24/CIFOCS_ED-C-2023/719/0189756/010,Muntatge i manteniment de sistemes d'automatització industrial,Contacteu amb l'entitat,EEM,FO,390,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEM0311.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,04/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/010&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/010,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188336/004,"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,14/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188336/004&codi_curso_seleccionado=24/ATCC1/711/0188336/004,,PROSEGUR SERVICIOS  DE EFECTIVO ESPAÑA S.L. SOCIEDAD UNIPERSONAL,8101,AV GRAN VIA 175-177 POL. GRAN VIA SUR 175-177,41.349693,2.117256,934029787,gonzalo.garcia-hernandez@prosegur.com,https://www.prosegur.es/,08908,45134,SOC,Contacteu amb l'entitat,
